【ＪＩＳコードのリスト】
        ＪＩＳ Ｘ ０２０８

JIS     SJIS    char    区点
6b64    e684    諢      75-68
6b65    e685    諷      75-69
6b66    e686    諞      75-70
6b67    e687    諛      75-71
6b68    e688    謌      75-72
6b69    e689    謇      75-73
6b6a    e68a    謚      75-74
6b6b    e68b    諡      75-75
6b6c    e68c    謖      75-76
6b6d    e68d    謐      75-77
6b6e    e68e    謗      75-78
6b6f    e68f    謠      75-79
6b70    e690    謳      75-80
6b71    e691    鞫      75-81
6b72    e692    謦      75-82
6b73    e693    謫      75-83
6b74    e694    謾      75-84
6b75    e695    謨      75-85
6b76    e696    譁      75-86
6b77    e697    譌      75-87
6b78    e698    譏      75-88
6b79    e699    譎      75-89
6b7a    e69a    證      75-90
6b7b    e69b    譖      75-91
6b7c    e69c    譛      75-92
6b7d    e69d    譚      75-93
6b7e    e69e    譫      75-94
6c21    e69f    譟      76-01
6c22    e6a0    譬      76-02
6c23    e6a1    譯      76-03
6c24    e6a2    譴      76-04
6c25    e6a3    譽      76-05
6c26    e6a4    讀      76-06
6c27    e6a5    讌      76-07
6c28    e6a6    讎      76-08
6c29    e6a7    讒      76-09
6c2a    e6a8    讓      76-10
6c2b    e6a9    讖      76-11
6c2c    e6aa    讙      76-12
6c2d    e6ab    讚      76-13
6c2e    e6ac    谺      76-14
6c2f    e6ad    豁      76-15
6c30    e6ae    谿      76-16
6c31    e6af    豈      76-17
6c32    e6b0    豌      76-18
6c33    e6b1    豎      76-19
6c34    e6b2    豐      76-20
6c35    e6b3    豕      76-21
6c36    e6b4    豢      76-22
6c37    e6b5    豬      76-23
6c38    e6b6    豸      76-24
6c39    e6b7    豺      76-25
6c3a    e6b8    貂      76-26
6c3b    e6b9    貉      76-27
6c3c    e6ba    貅      76-28
6c3d    e6bb    貊      76-29
6c3e    e6bc    貍      76-30
6c3f    e6bd    貎      76-31
6c40    e6be    貔      76-32
6c41    e6bf    豼      76-33
6c42    e6c0    貘      76-34
6c43    e6c1    戝      76-35
6c44    e6c2    貭      76-36
6c45    e6c3    貪      76-37
6c46    e6c4    貽      76-38
6c47    e6c5    貲      76-39
6c48    e6c6    貳      76-40
6c49    e6c7    貮      76-41
6c4a    e6c8    貶      76-42
6c4b    e6c9    賈      76-43
6c4c    e6ca    賁      76-44
6c4d    e6cb    賤      76-45
6c4e    e6cc    賣      76-46
6c4f    e6cd    賚      76-47
6c50    e6ce    賽      76-48
6c51    e6cf    賺      76-49
6c52    e6d0    賻      76-50
6c53    e6d1    贄      76-51
6c54    e6d2    贅      76-52
6c55    e6d3    贊      76-53
6c56    e6d4    贇      76-54
6c57    e6d5    贏      76-55
6c58    e6d6    贍      76-56
6c59    e6d7    贐      76-57
6c5a    e6d8    齎      76-58
6c5b    e6d9    贓      76-59
6c5c    e6da    賍      76-60
6c5d    e6db    贔      76-61
6c5e    e6dc    贖      76-62
6c5f    e6dd    赧      76-63
6c60    e6de    赭      76-64
6c61    e6df    赱      76-65
6c62    e6e0    赳      76-66
6c63    e6e1    趁      76-67
6c64    e6e2    趙      76-68
6c65    e6e3    跂      76-69
6c66    e6e4    趾      76-70
6c67    e6e5    趺      76-71
6c68    e6e6    跏      76-72
6c69    e6e7    跚      76-73
6c6a    e6e8    跖      76-74
6c6b    e6e9    跌      76-75
6c6c    e6ea    跛      76-76
6c6d    e6eb    跋      76-77
6c6e    e6ec    跪      76-78
6c6f    e6ed    跫      76-79
6c70    e6ee    跟      76-80
6c71    e6ef    跣      76-81
6c72    e6f0    跼      76-82
6c73    e6f1    踈      76-83
6c74    e6f2    踉      76-84
6c75    e6f3    跿      76-85
6c76    e6f4    踝      76-86
6c77    e6f5    踞      76-87
6c78    e6f6    踐      76-88
6c79    e6f7    踟      76-89
6c7a    e6f8    蹂      76-90
6c7b    e6f9    踵      76-91
6c7c    e6fa    踰      76-92
6c7d    e6fb    踴      76-93
6c7e    e6fc    蹊      76-94
6d21    e740    蹇      77-01
6d22    e741    蹉      77-02
6d23    e742    蹌      77-03
6d24    e743    蹐      77-04
6d25    e744    蹈      77-05
6d26    e745    蹙      77-06
6d27    e746    蹤      77-07
6d28    e747    蹠      77-08
6d29    e748    踪      77-09
6d2a    e749    蹣      77-10
6d2b    e74a    蹕      77-11
6d2c    e74b    蹶      77-12
6d2d    e74c    蹲      77-13
6d2e    e74d    蹼      77-14
6d2f    e74e    躁      77-15
6d30    e74f    躇      77-16
6d31    e750    躅      77-17
6d32    e751    躄      77-18
6d33    e752    躋      77-19
6d34    e753    躊      77-20
6d35    e754    躓      77-21
6d36    e755    躑      77-22
6d37    e756    躔      77-23
6d38    e757    躙      77-24
6d39    e758    躪      77-25
6d3a    e759    躡      77-26
6d3b    e75a    躬      77-27
6d3c    e75b    躰      77-28
6d3d    e75c    軆      77-29
6d3e    e75d    躱      77-30
6d3f    e75e    躾      77-31
6d40    e75f    軅      77-32
6d41    e760    軈      77-33
6d42    e761    軋      77-34
6d43    e762    軛      77-35
6d44    e763    軣      77-36
6d45    e764    軼      77-37
6d46    e765    軻      77-38
6d47    e766    軫      77-39
6d48    e767    軾      77-40
6d49    e768    輊      77-41
6d4a    e769    輅      77-42
6d4b    e76a    輕      77-43
6d4c    e76b    輒      77-44
6d4d    e76c    輙      77-45
6d4e    e76d    輓      77-46
6d4f    e76e    輜      77-47
6d50    e76f    輟      77-48
6d51    e770    輛      77-49
6d52    e771    輌      77-50
6d53    e772    輦      77-51
6e21    e79f    遏      78-01
6e22    e7a0    遐      78-02
6e23    e7a1    遑      78-03
6e24    e7a2    遒      78-04
6e25    e7a3    逎      78-05
6e26    e7a4    遉      78-06
6e27    e7a5    逾      78-07
6e28    e7a6    遖      78-08
6e29    e7a7    遘      78-09
6e2a    e7a8    遞      78-10
6e2b    e7a9    遨      78-11
6e2c    e7aa    遯      78-12
6e2d    e7ab    遶      78-13
6e2e    e7ac    隨      78-14
6e2f    e7ad    遲      78-15
6e30    e7ae    邂      78-16
6e31    e7af    遽      78-17
6e32    e7b0    邁      78-18
6e33    e7b1    邀      78-19
6e34    e7b2    邊      78-20
6e35    e7b3    邉      78-21
6e36    e7b4    邏      78-22
6e37    e7b5    邨      78-23
6e38    e7b6    邯      78-24
6e39    e7b7    邱      78-25
6e3a    e7b8    邵      78-26
6e3b    e7b9    郢      78-27
6e3c    e7ba    郤      78-28
6e3d    e7bb    扈      78-29
6e3e    e7bc    郛      78-30
6e3f    e7bd    鄂      78-31
6e40    e7be    鄒      78-32
6e41    e7bf    鄙      78-33
6e42    e7c0    鄲      78-34
6e43    e7c1    鄰      78-35
6e44    e7c2    酊      78-36
6e45    e7c3    酖      78-37
6e46    e7c4    酘      78-38
6e47    e7c5    酣      78-39
6e48    e7c6    酥      78-40
6e49    e7c7    酩      78-41
6e4a    e7c8    酳      78-42
6e4b    e7c9    酲      78-43
6e4c    e7ca    醋      78-44
6e4d    e7cb    醉      78-45
6e4e    e7cc    醂      78-46
6e4f    e7cd    醢      78-47
6e50    e7ce    醫      78-48
6e51    e7cf    醯      78-49
6e52    e7d0    醪      78-50
6e53    e7d1    醵      78-51
6e54    e7d2    醴      78-52
6e55    e7d3    醺      78-53
6e56    e7d4    釀      78-54
6e57    e7d5    釁      78-55
6e58    e7d6    釉      78-56
6e59    e7d7    釋      78-57
6e5a    e7d8    釐      78-58
6e5b    e7d9    釖      78-59
6e5c    e7da    釟      78-60
6e5d    e7db    釡      78-61
6e5e    e7dc    釛      78-62
6e5f    e7dd    釼      78-63
6e60    e7de    釵      78-64
6e61    e7df    釶      78-65
6e62    e7e0    鈞      78-66
6e63    e7e1    釿      78-67
6e64    e7e2    鈔      78-68
6e65    e7e3    鈬      78-69
6e66    e7e4    鈕      78-70
6e67    e7e5    鈑      78-71
6e68    e7e6    鉞      78-72
6e69    e7e7    鉗      78-73
6e6a    e7e8    鉅      78-74
6e6b    e7e9    鉉      78-75
6e6c    e7ea    鉤      78-76
6e6d    e7eb    鉈      78-77
6e6e    e7ec    銕      78-78
6e6f    e7ed    鈿      78-79
6e70    e7ee    鉋      78-80
6e71    e7ef    鉐      78-81
6e72    e7f0    銜      78-82
6e73    e7f1    銖      78-83
6e74    e7f2    銓      78-84
6e75    e7f3    銛      78-85
6e76    e7f4    鉚      78-86
6e77    e7f5    鋏      78-87
6e78    e7f6    銹      78-88
6e79    e7f7    銷      78-89
6e7a    e7f8    鋩      78-90
6e7b    e7f9    錏      78-91
6e7c    e7fa    鋺      78-92
6e7d    e7fb    鍄      78-93
6e7e    e7fc    錮      78-94
6f21    e840    錙      79-01
6f22    e841    錢      79-02
6f23    e842    錚      79-03
6f24    e843    錣      79-04
6f25    e844    錺      79-05
6f26    e845    錵      79-06
6f27    e846    錻      79-07
6f28    e847    鍜      79-08
6f29    e848    鍠      79-09
6f2a    e849    鍼      79-10
6f2b    e84a    鍮      79-11
6f2c    e84b    鍖      79-12
6f2d    e84c    鎰      79-13
6f2e    e84d    鎬      79-14
6f2f    e84e    鎭      79-15
6f30    e84f    鎔      79-16
6f31    e850    鎹      79-17
6f32    e851    鏖      79-18
6f33    e852    鏗      79-19
6f34    e853    鏨      79-20
6f35    e854    鏥      79-21
6f36    e855    鏘      79-22
6f37    e856    鏃      79-23
6f38    e857    鏝      79-24
6f39    e858    鏐      79-25
6f3a    e859    鏈      79-26
6f3b    e85a    鏤      79-27
6f3c    e85b    鐚      79-28
6f3d    e85c    鐔      79-29
6f3e    e85d    鐓      79-30
6f3f    e85e    鐃      79-31
6f40    e85f    鐇      79-32
6f41    e860    鐐      79-33
6f42    e861    鐶      79-34
6f43    e862    鐫      79-35
6f44    e863    鐵      79-36
6f45    e864    鐡      79-37
6f46    e865    鐺      79-38
6f47    e866    鑁      79-39
6f48    e867    鑒      79-40
6f49    e868    鑄      79-41
6f4a    e869    鑛      79-42
6f4b    e86a    鑠      79-43
6f4c    e86b    鑢      79-44
6f4d    e86c    鑞      79-45
6f4e    e86d    鑪      79-46
6f4f    e86e    鈩      79-47
6f50    e86f    鑰      79-48
6f51    e870    鑵      79-49
6f52    e871    鑷      79-50
6f53    e872    鑽      79-51
6f54    e873    鑚      79-52
6f55    e874    鑼      79-53
6f56    e875    鑾      79-54
6f57    e876    钁      79-55
6f58    e877    鑿      79-56
6f59    e878    閂      79-57
6f5a    e879    閇      79-58
6f5b    e87a    閊      79-59
6f5c    e87b    閔      79-60
6f5d    e87c    閖      79-61
6f5e    e87d    閘      79-62
6f5f    e87e    閙      79-63
6f60    e880    閠      79-64
6f61    e881    閨      79-65
6f62    e882    閧      79-66
6f63    e883    閭      79-67
6f64    e884    閼      79-68
6f65    e885    閻      79-69
6f66    e886    閹      79-70
6f67    e887    閾      79-71
6f68    e888    闊      79-72
6f69    e889    濶      79-73
6f6a    e88a    闃      79-74
6f6b    e88b    闍      79-75
6f6c    e88c    闌      79-76
6f6d    e88d    闕      79-77
6f6e    e88e    闔      79-78
6f6f    e88f    闖      79-79
6f70    e890    關      79-80
6f71    e891    闡      79-81
6f72    e892    闥      79-82
6f73    e893    闢      79-83
6f74    e894    阡      79-84
6f75    e895    阨      79-85
6f76    e896    阮      79-86
6f77    e897    阯      79-87
6f78    e898    陂      79-88
6f79    e899    陌      79-89
6f7a    e89a    陏      79-90
6f7b    e89b    陋      79-91
6f7c    e89c    陷      79-92
6f7d    e89d    陜      79-93
6f7e    e89e    陞      79-94
7021    e89f    陝      80-01
7022    e8a0    陟      80-02
7023    e8a1    陦      80-03
7024    e8a2    陲      80-04
7025    e8a3    陬      80-05
7026    e8a4    隍      80-06
7027    e8a5    隘      80-07
7028    e8a6    隕      80-08
7029    e8a7    隗      80-09
702a    e8a8    險      80-10
702b    e8a9    隧      80-11
702c    e8aa    隱      80-12
702d    e8ab    隲      80-13
702e    e8ac    隰      80-14
702f    e8ad    隴      80-15
7030    e8ae    隶      80-16
7031    e8af    隸      80-17
7032    e8b0    隹      80-18
7033    e8b1    雎      80-19
7034    e8b2    雋      80-20
7035    e8b3    雉      80-21
7036    e8b4    雍      80-22
7037    e8b5    襍      80-23
7038    e8b6    雜      80-24
7039    e8b7    霍      80-25
703a    e8b8    雕      80-26
703b    e8b9    雹      80-27
703c    e8ba    霄      80-28
703d    e8bb    霆      80-29
703e    e8bc    霈      80-30
703f    e8bd    霓      80-31
7040    e8be    霎      80-32
7041    e8bf    霑      80-33
7042    e8c0    霏      80-34
7043    e8c1    霖      80-35
7044    e8c2    霙      80-36
7045    e8c3    霤      80-37
7046    e8c4    霪      80-38
7047    e8c5    霰      80-39
7048    e8c6    霹      80-40
7049    e8c7    霽      80-41
704a    e8c8    霾      80-42
704b    e8c9    靄      80-43
704c    e8ca    靆      80-44
704d    e8cb    靈      80-45
704e    e8cc    靂      80-46
704f    e8cd    靉      80-47
7050    e8ce    靜      80-48
7051    e8cf    靠      80-49
7052    e8d0    靤      80-50
7053    e8d1    靦      80-51
7054    e8d2    靨      80-52
7055    e8d3    勒      80-53
7056    e8d4    靫      80-54
7057    e8d5    靱      80-55
7058    e8d6    靹      80-56
7059    e8d7    鞅      80-57
705a    e8d8    靼      80-58
705b    e8d9    鞁      80-59
705c    e8da    靺      80-60
705d    e8db    鞆      80-61
705e    e8dc    鞋      80-62
705f    e8dd    鞏      80-63
7060    e8de    鞐      80-64
7061    e8df    鞜      80-65
7062    e8e0    鞨      80-66
7063    e8e1    鞦      80-67
7064    e8e2    鞣      80-68
7065    e8e3    鞳      80-69
7066    e8e4    鞴      80-70
7067    e8e5    韃      80-71
7068    e8e6    韆      80-72
7069    e8e7    韈      80-73
706a    e8e8    韋      80-74
706b    e8e9    韜      80-75
706c    e8ea    韭      80-76
706d    e8eb    齏      80-77
706e    e8ec    韲      80-78
706f    e8ed    竟      80-79
7070    e8ee    韶      80-80
7071    e8ef    韵      80-81
7072    e8f0    頏      80-82
7073    e8f1    頌      80-83
7074    e8f2    頸      80-84
7075    e8f3    頤      80-85
7076    e8f4    頡      80-86
